               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  71,            0.015953,           0.0066775,           0.0086781,             0.96262,             0.95412,             0.98811,             0.86636,            0.012521,           0.0036016,           0.0079317,             0.00307,             0.00307,             0.00307
                  72,             0.01565,            0.006421,           0.0072315,             0.98434,             0.98524,             0.99196,             0.87145,            0.012197,            0.003617,           0.0053299,            0.002971,            0.002971,            0.002971
                  73,            0.015869,           0.0064862,           0.0079203,               0.987,               0.986,             0.99168,             0.86783,            0.012456,           0.0036246,           0.0056953,            0.002872,            0.002872,            0.002872
                  74,             0.01561,           0.0063259,           0.0083405,             0.96643,             0.99068,             0.99167,             0.88711,            0.011515,           0.0035347,           0.0061927,            0.002773,            0.002773,            0.002773
                  75,            0.016014,           0.0066132,           0.0081089,             0.95998,             0.97675,             0.99061,              0.8807,            0.012305,           0.0035251,           0.0068442,            0.002674,            0.002674,            0.002674
                  76,            0.015107,            0.006728,           0.0078281,             0.98564,             0.98226,             0.99176,             0.88981,            0.010601,           0.0034092,            0.004044,            0.002575,            0.002575,            0.002575
                  77,            0.014406,           0.0064197,            0.006217,             0.99067,              0.9765,             0.99214,             0.89404,            0.011915,           0.0035131,           0.0037309,            0.002476,            0.002476,            0.002476
                  78,            0.014886,           0.0063946,           0.0074616,             0.98509,              0.9804,             0.99231,              0.8866,            0.010366,           0.0034383,           0.0035727,            0.002377,            0.002377,            0.002377
                  79,            0.014671,           0.0062635,           0.0074751,             0.97589,             0.98693,             0.99217,              0.8904,            0.010786,           0.0034664,           0.0039439,            0.002278,            0.002278,            0.002278
                  80,            0.014154,             0.00663,           0.0079837,             0.98363,             0.98409,             0.99186,             0.89945,           0.0098033,           0.0033755,           0.0038787,            0.002179,            0.002179,            0.002179
                  81,            0.013664,           0.0066146,           0.0076307,             0.98345,             0.97901,              0.9915,             0.89729,            0.010091,           0.0033696,           0.0044727,             0.00208,             0.00208,             0.00208
                  82,            0.013359,           0.0063273,           0.0069035,              0.9788,              0.9895,             0.99233,             0.90622,           0.0098659,           0.0033509,           0.0037835,            0.001981,            0.001981,            0.001981
                  83,            0.013323,           0.0061216,           0.0069717,             0.97853,             0.98725,             0.99231,             0.89599,             0.01004,            0.003416,           0.0037738,            0.001882,            0.001882,            0.001882
                  84,            0.013163,           0.0067864,           0.0074038,             0.97447,             0.99241,             0.99226,             0.89919,            0.009472,           0.0033549,           0.0039587,            0.001783,            0.001783,            0.001783
                  85,            0.013094,           0.0059718,           0.0067863,              0.9742,              0.9915,             0.99208,              0.8971,           0.0097293,           0.0033496,           0.0040383,            0.001684,            0.001684,            0.001684
                  86,            0.012624,           0.0059918,           0.0062512,             0.97454,              0.9905,             0.99178,             0.90376,           0.0093108,           0.0032769,           0.0038427,            0.001585,            0.001585,            0.001585
                  87,             0.01296,           0.0060237,           0.0070115,             0.98294,             0.98426,             0.99176,             0.89924,           0.0095107,           0.0032756,           0.0036371,            0.001486,            0.001486,            0.001486
                  88,              0.0128,           0.0061342,           0.0067593,             0.98509,             0.98488,             0.99161,             0.90612,           0.0091944,           0.0032673,           0.0035145,            0.001387,            0.001387,            0.001387
                  89,             0.01242,           0.0062783,           0.0066521,             0.98754,             0.99006,             0.99182,             0.90237,           0.0091078,           0.0032702,           0.0036511,            0.001288,            0.001288,            0.001288
                  90,            0.012852,           0.0062091,           0.0087955,             0.98755,              0.9878,             0.99209,             0.90474,           0.0094338,           0.0032929,           0.0035388,            0.001189,            0.001189,            0.001189
                  91,            0.012093,             0.00632,           0.0054124,             0.98632,             0.98492,             0.99204,             0.90288,           0.0095559,           0.0032781,           0.0033425,             0.00109,             0.00109,             0.00109
                  92,               0.012,           0.0059981,           0.0068018,               0.986,             0.98668,             0.99216,              0.9113,            0.008976,           0.0032271,           0.0033325,            0.000991,            0.000991,            0.000991
                  93,            0.011956,           0.0059816,           0.0057582,             0.98926,             0.99089,             0.99217,             0.90684,           0.0089699,           0.0032213,           0.0031085,            0.000892,            0.000892,            0.000892
                  94,            0.011434,            0.005746,           0.0071416,             0.98363,              0.9863,             0.99204,             0.91294,           0.0087465,           0.0032086,           0.0033426,            0.000793,            0.000793,            0.000793
                  95,            0.011487,           0.0053686,           0.0060804,             0.98295,             0.99057,             0.99206,             0.90958,           0.0089008,           0.0032153,            0.003176,            0.000694,            0.000694,            0.000694
                  96,            0.011137,           0.0054308,           0.0046253,             0.99001,             0.98917,             0.99236,             0.91331,           0.0087535,           0.0031792,           0.0031249,            0.000595,            0.000595,            0.000595
                  97,            0.011647,           0.0059074,           0.0061775,             0.99066,             0.99078,             0.99227,             0.91435,           0.0087026,           0.0031693,           0.0030152,            0.000496,            0.000496,            0.000496
                  98,            0.011314,           0.0060033,           0.0054838,             0.99078,             0.99089,             0.99214,             0.91694,           0.0087498,           0.0031793,           0.0029432,            0.000397,            0.000397,            0.000397
                  99,            0.012045,            0.006144,           0.0055168,             0.99027,             0.99089,             0.99215,             0.91754,           0.0086876,            0.003165,           0.0029461,            0.000298,            0.000298,            0.000298
