               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10954,            0.016494,            0.073991,            0.010314,                0.35,            0.016188,           0.0030422,            0.091368,            0.011254,            0.078708,              0.0973,              0.0003,              0.0003
                   1,             0.10562,            0.016945,            0.075369,             0.01107,                 0.4,            0.020352,           0.0039926,            0.080343,            0.013039,            0.072632,            0.093693,          0.00069307,          0.00069307
                   2,            0.095738,            0.023676,            0.072027,             0.01206,             0.49167,            0.032145,           0.0063326,            0.069031,            0.015398,            0.065667,            0.090078,           0.0010782,           0.0010782
                   3,            0.087033,            0.024311,             0.06811,            0.010993,             0.48333,            0.029152,           0.0069636,            0.064345,            0.016404,            0.059441,            0.086455,           0.0014555,           0.0014555
                   4,            0.077951,            0.025894,             0.06269,            0.010286,                0.55,            0.022078,           0.0057564,            0.061703,            0.016763,            0.055901,            0.082825,           0.0018248,           0.0018248
                   5,             0.07816,            0.027973,             0.05881,            0.011533,                0.95,            0.032299,           0.0095477,            0.058793,            0.016517,            0.051011,            0.079186,           0.0021861,           0.0021861
                   6,            0.070268,            0.024483,            0.053641,            0.011046,                   1,             0.10924,             0.03039,            0.061521,            0.015334,            0.045696,             0.07554,           0.0025396,           0.0025396
                   7,            0.072069,            0.029726,            0.048069,           0.0099434,                   1,             0.11317,            0.031152,            0.063479,            0.013826,            0.040071,            0.071885,           0.0028852,           0.0028852
                   8,            0.067574,            0.024251,             0.04519,            0.084601,             0.25833,             0.12019,            0.033792,            0.058175,            0.013513,            0.038145,            0.068223,           0.0032228,           0.0032228
                   9,            0.067804,            0.021342,             0.04137,            0.038416,                 0.7,            0.054563,            0.018848,            0.066705,            0.010746,            0.037334,            0.064553,           0.0035525,           0.0035525
                  10,            0.069094,            0.022245,            0.039964,             0.13678,             0.68508,             0.27368,            0.080998,             0.06878,            0.010612,            0.035849,            0.060874,           0.0038743,           0.0038743
                  11,            0.071112,            0.024803,            0.039723,            0.089868,              0.6873,             0.10826,            0.028436,             0.06153,            0.010252,            0.036452,            0.057188,           0.0041882,           0.0041882
                  12,            0.064277,            0.018827,            0.035495,             0.15191,                 0.9,             0.21217,            0.072139,            0.068462,             0.01035,             0.03618,            0.053494,           0.0044941,           0.0044941
                  13,            0.065485,            0.019813,            0.035144,             0.14135,             0.66667,             0.20728,            0.059592,            0.067335,            0.010837,            0.034533,            0.049792,           0.0047922,           0.0047922
                  14,            0.057303,            0.015952,            0.032435,             0.38506,             0.63333,              0.5075,             0.26493,            0.069938,            0.011188,            0.033784,            0.046082,           0.0050823,           0.0050823
                  15,            0.067081,            0.020421,            0.035763,             0.18001,             0.41667,             0.19659,             0.04806,            0.059902,             0.01124,            0.032973,            0.042364,           0.0053644,           0.0053644
                  16,            0.065055,            0.020698,            0.032616,             0.46251,             0.77509,             0.52094,             0.12396,            0.065226,            0.011709,            0.032976,            0.038639,           0.0056387,           0.0056387
                  17,            0.064697,            0.016221,            0.034685,             0.12231,             0.56667,             0.19266,            0.044081,            0.060376,            0.010754,            0.032029,            0.034905,           0.0059051,           0.0059051
                  18,            0.063623,            0.017324,            0.032017,             0.20664,               0.575,             0.30636,            0.080345,            0.064563,            0.010649,            0.030762,            0.031163,           0.0061635,           0.0061635
                  19,             0.06874,            0.015636,            0.032201,             0.47375,             0.74341,             0.59354,             0.33002,            0.065454,           0.0099957,            0.031151,            0.027414,            0.006414,            0.006414
                  20,            0.065914,            0.016123,            0.031421,             0.26559,             0.60242,             0.42378,             0.16154,            0.088485,           0.0093666,            0.029948,            0.023657,           0.0066566,           0.0066566
                  21,            0.080877,            0.017574,            0.033229,              0.2927,             0.75859,             0.37041,             0.13923,            0.057599,           0.0098974,            0.030706,            0.019891,           0.0068913,           0.0068913
                  22,            0.060617,            0.017134,            0.033202,             0.31219,             0.78979,             0.42053,             0.20102,            0.057336,           0.0091822,            0.029944,            0.016118,            0.007118,            0.007118
                  23,            0.059669,            0.019763,            0.033099,             0.18449,             0.50833,              0.2758,            0.066845,            0.074271,           0.0084864,            0.031553,            0.012337,           0.0073369,           0.0073369
                  24,            0.073711,            0.015447,             0.03082,             0.26027,             0.51667,             0.34326,             0.20781,            0.062353,            0.009226,            0.029782,           0.0085478,           0.0075478,           0.0075478
                  25,            0.069547,            0.014248,            0.032657,              0.3118,               0.625,             0.40163,             0.18364,            0.061788,           0.0091163,            0.029153,            0.007525,            0.007525,            0.007525
                  26,             0.06605,            0.016353,            0.032167,             0.17096,                 0.8,             0.23712,            0.084015,            0.051959,           0.0095123,            0.028356,            0.007525,            0.007525,            0.007525
                  27,            0.056965,            0.016566,            0.031447,             0.40025,             0.64167,             0.50082,             0.15704,            0.063953,           0.0092103,            0.027936,            0.007426,            0.007426,            0.007426
                  28,             0.06212,            0.014947,             0.02935,             0.50418,             0.80833,             0.62259,             0.30683,            0.052139,           0.0095406,             0.02854,            0.007327,            0.007327,            0.007327
                  29,            0.054689,             0.01922,            0.028762,             0.35413,             0.63333,             0.52441,            0.091143,            0.054856,           0.0095479,             0.02767,            0.007228,            0.007228,            0.007228
                  30,            0.063162,             0.01681,            0.029688,             0.48996,             0.88333,             0.65692,              0.1774,            0.043424,           0.0099112,            0.028667,            0.007129,            0.007129,            0.007129
                  31,            0.048594,            0.017619,            0.030168,             0.47254,             0.82954,             0.62203,             0.42458,            0.050384,           0.0091966,            0.027472,             0.00703,             0.00703,             0.00703
                  32,            0.055144,            0.016137,            0.031799,             0.28743,               0.675,             0.33098,             0.14395,            0.057482,           0.0089024,            0.027869,            0.006931,            0.006931,            0.006931
                  33,            0.054532,            0.016512,            0.031058,             0.48035,             0.77877,             0.61136,             0.33958,            0.037343,           0.0088594,            0.028187,            0.006832,            0.006832,            0.006832
                  34,            0.043751,            0.017193,            0.031825,             0.42341,                 0.7,             0.59124,             0.37161,            0.053737,           0.0085397,            0.028709,            0.006733,            0.006733,            0.006733
